,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,team1_powerplay,team2_powerplay,average_SR_inning1,average_SR_inning2,average_RR_inning1,average_RR_inning2,team2_extras,team1_extras
478,479,2014,Mumbai,2014-05-03,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,36.0,49.0,1.344,1.4406779661016949,8.064,8.64406779661017,13.0,6.0
479,480,2014,Delhi,2014-05-03,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,KK Nair,Feroz Shah Kotla,SS Hazare,S Ravi,46.0,38.0,1.256198347107438,1.368421052631579,7.537190082644628,8.210526315789474,4.0,4.0
480,481,2014,Bengaluru,2014-05-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,47.0,36.0,1.220472440944882,1.2845528455284554,7.322834645669291,7.7073170731707314,10.0,5.0
481,482,2014,Ahmedabad,2014-05-05,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,10,0,PV Tambe,"Sardar Patel Stadium, Motera",NJ Llong,CK Nandan,50.0,50.0,1.3709677419354838,1.28,8.225806451612902,7.680000000000001,7.0,10.0
482,483,2014,Delhi,2014-05-05,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,DR Smith,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,46.0,49.0,1.435483870967742,1.5083333333333333,8.612903225806452,9.05,11.0,11.0
483,484,2014,Mumbai,2014-05-06,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,19,0,RG Sharma,Wankhede Stadium,S Ravi,K Srinath,50.0,64.0,1.4609375,1.3548387096774193,8.765625,8.129032258064516,25.0,10.0
484,485,2014,Delhi,2014-05-07,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,Feroz Shah Kotla,BNJ Oxenford,C Shamshuddin,29.0,52.0,1.3114754098360655,1.4504504504504505,7.868852459016394,8.702702702702704,8.0,12.0
485,486,2014,Cuttack,2014-05-07,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,44,0,GJ Maxwell,Barabati Stadium,HDPK Dharmasena,PG Pathak,38.0,46.0,1.848,1.5203252032520325,11.088000000000001,9.121951219512194,10.0,4.0
486,487,2014,Ahmedabad,2014-05-08,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,32,0,B Kumar,"Sardar Patel Stadium, Motera",AK Chaudhary,NJ Llong,50.0,37.0,1.098360655737705,0.8225806451612904,6.59016393442623,4.935483870967742,12.0,10.0
487,488,2014,Bengaluru,2014-05-09,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,32,0,Sandeep Sharma,M Chinnaswamy Stadium,S Ravi,K Srinath,64.0,34.0,1.5114503816793894,1.3387096774193548,9.068702290076336,8.032258064516128,15.0,6.0
488,489,2014,Delhi,2014-05-10,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0,8,DW Steyn,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,52.0,44.0,1.1818181818181819,1.4666666666666666,7.090909090909091,8.8,5.0,11.0
489,490,2014,Mumbai,2014-05-10,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,DR Smith,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,42.0,38.0,1.2661290322580645,1.3114754098360655,7.596774193548387,7.868852459016394,5.0,11.0
490,491,2014,Cuttack,2014-05-11,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,G Gambhir,Barabati Stadium,NJ Llong,CK Nandan,49.0,55.0,1.221311475409836,1.3513513513513513,7.327868852459017,8.108108108108109,4.0,5.0
491,492,2014,Bengaluru,2014-05-11,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,0,5,JP Faulkner,M Chinnaswamy Stadium,S Ravi,RJ Tucker,31.0,45.0,1.52,1.61864406779661,9.120000000000001,9.711864406779661,7.0,7.0
492,493,2014,Hyderabad,2014-05-12,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VA Kulkarni,43.0,38.0,1.2661290322580645,1.391304347826087,7.596774193548387,8.347826086956522,6.0,3.0
493,494,2014,Ranchi,2014-05-13,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,5,RA Jadeja,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,42.0,48.0,1.2032520325203253,1.2113821138211383,7.219512195121951,7.2682926829268295,12.0,8.0
494,495,2014,Bengaluru,2014-05-13,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,16,0,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,RJ Tucker,34.0,46.0,1.488,1.3709677419354838,8.928,8.225806451612902,9.0,10.0
495,496,2014,Hyderabad,2014-05-14,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,PG Pathak,55.0,86.0,1.5891472868217054,1.8672566371681416,9.534883720930232,11.20353982300885,15.0,4.0
496,497,2014,Cuttack,2014-05-14,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,RV Uthappa,Barabati Stadium,AK Chaudhary,NJ Llong,37.0,45.0,1.128,1.2241379310344827,6.768000000000001,7.344827586206897,7.0,5.0
497,498,2014,Ahmedabad,2014-05-15,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,62,0,AM Rahane,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,52.0,34.0,1.608,1.1031746031746033,9.648,6.619047619047619,15.0,9.0
498,499,2014,Ranchi,2014-05-18,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,39.0,17.0,1.1219512195121952,1.1639344262295082,6.7317073170731705,6.983606557377049,6.0,13.0
499,500,2014,Hyderabad,2014-05-18,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,CK Nandan,41.0,30.0,1.126984126984127,1.2372881355932204,6.761904761904762,7.423728813559322,10.0,1.0
500,501,2014,Ahmedabad,2014-05-19,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,MEK Hussey,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,42.0,47.0,1.4471544715447155,1.204724409448819,8.682926829268293,7.228346456692913,6.0,8.0
501,502,2014,Delhi,2014-05-19,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,4,AR Patel,Feroz Shah Kotla,HDPK Dharmasena,PG Pathak,55.0,66.0,1.3225806451612903,1.2790697674418605,7.935483870967741,7.674418604651163,5.0,15.0
502,503,2014,Hyderabad,2014-05-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,NJ Llong,25.0,51.0,1.3008130081300813,1.3305785123966942,7.804878048780488,7.983471074380165,7.0,7.0
503,504,2014,Kolkata,2014-05-20,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,RV Uthappa,Eden Gardens,RM Deshpande,C Shamshuddin,35.0,52.0,1.2520325203252032,1.4311926605504588,7.512195121951219,8.587155963302752,3.0,4.0
504,505,2014,Chandigarh,2014-05-21,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,48.0,62.0,1.2682926829268293,1.325,7.609756097560975,7.95,8.0,10.0
505,506,2014,Kolkata,2014-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,30,0,RV Uthappa,Eden Gardens,AK Chaudhary,CK Nandan,45.0,36.0,1.56,1.3524590163934427,9.360000000000001,8.114754098360656,7.0,10.0
506,507,2014,Ranchi,2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,DA Warner,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,60.0,64.0,1.5289256198347108,1.56198347107438,9.173553719008265,9.37190082644628,8.0,5.0
507,508,2014,Mumbai,2014-05-23,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,15,0,MEK Hussey,Wankhede Stadium,S Ravi,RJ Tucker,65.0,47.0,1.4416666666666667,1.2845528455284554,8.65,7.7073170731707314,9.0,6.0
508,509,2014,Chandigarh,2014-05-23,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,PG Pathak,53.0,44.0,1.4435483870967742,1.3252032520325203,8.661290322580644,7.951219512195122,14.0,7.0
509,510,2014,Bengaluru,2014-05-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,MS Dhoni,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,34.0,64.0,1.2419354838709677,1.4953271028037383,7.451612903225806,8.971962616822431,6.0,5.0
510,511,2014,Kolkata,2014-05-24,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,YK Pathan,Eden Gardens,RM Deshpande,BNJ Oxenford,49.0,49.0,1.2903225806451613,1.788888888888889,7.741935483870967,10.733333333333333,21.0,5.0
511,512,2014,Chandigarh,2014-05-25,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,44.0,48.0,1.0360360360360361,1.3370786516853932,6.216216216216216,8.02247191011236,7.0,15.0
512,513,2014,Mumbai,2014-05-25,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,K Srinath,RJ Tucker,35.0,71.0,1.5365853658536586,2.119565217391304,9.21951219512195,12.717391304347826,5.0,7.0
513,514,2014,Kolkata,2014-05-27,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,UT Yadav,Eden Gardens,NJ Llong,S Ravi,55.0,46.0,1.3252032520325203,1.1065573770491803,7.951219512195122,6.639344262295082,7.0,5.0
514,515,2014,Mumbai,2014-05-28,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,53.0,60.0,1.4416666666666667,1.4915254237288136,8.65,8.94915254237288,2.0,9.0
515,516,2014,Mumbai,2014-05-30,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,24,0,V Sehwag,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,70.0,100.0,1.751937984496124,1.578125,10.511627906976743,9.46875,11.0,16.0
516,517,2014,Bengaluru,2014-06-01,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,MK Pandey,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,32.0,59.0,1.6311475409836065,1.6260162601626016,9.78688524590164,9.75609756097561,8.0,6.0
517,518,2015,Kolkata,2015-04-08,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,M Morkel,Eden Gardens,S Ravi,C Shamshuddin,37.0,38.0,1.3770491803278688,1.5044247787610618,8.262295081967213,9.026548672566372,3.0,4.0
518,519,2015,Chennai,2015-04-09,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,59.0,40.0,1.2195121951219512,1.192,7.317073170731708,7.152,14.0,5.0
519,520,2015,Pune,2015-04-10,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,SD Fry,CB Gaffaney,35.0,51.0,1.265625,1.0708661417322836,7.59375,6.4251968503937,21.0,9.0
520,521,2015,Chennai,2015-04-11,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,49.0,46.0,1.6328125,1.3225806451612903,9.796875,7.935483870967741,15.0,11.0
521,522,2015,Kolkata,2015-04-11,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin,53.0,41.0,1.4390243902439024,1.5565217391304347,8.634146341463415,9.339130434782609,6.0,8.0
522,523,2015,Delhi,2015-04-12,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,51.0,42.0,1.4488188976377954,1.488,8.69291338582677,8.928,9.0,6.0
523,524,2015,Mumbai,2015-04-12,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,18,0,GJ Bailey,Wankhede Stadium,AK Chaudhary,K Srinivasan,57.0,17.0,1.4390243902439024,1.272,8.634146341463415,7.632000000000001,6.0,8.0
524,525,2015,Bengaluru,2015-04-13,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,DA Warner,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth,47.0,65.0,1.3174603174603174,1.5495495495495495,7.904761904761905,9.297297297297296,16.0,16.0
525,526,2015,Ahmedabad,2015-04-14,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,7,SPD Smith,"Sardar Patel Stadium, Motera",AK Chaudhary,SD Fry,31.0,42.0,1.3553719008264462,1.3865546218487395,8.132231404958677,8.319327731092438,5.0,4.0
526,527,2015,Kolkata,2015-04-30,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,AD Russell,Eden Gardens,AK Chaudhary,M Erasmus,69.0,38.0,1.3524590163934427,1.3629032258064515,8.114754098360656,8.17741935483871,20.0,10.0
527,528,2015,Pune,2015-04-15,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,bat,normal,0,Delhi Capitals,0,5,MA Agarwal,Maharashtra Cricket Association Stadium,CB Gaffaney,K Srinath,41.0,47.0,1.3095238095238095,1.330708661417323,7.857142857142857,7.984251968503936,8.0,11.0
528,529,2015,Visakhapatnam,2015-04-16,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,35.0,36.0,1.016,1.0564516129032258,6.096,6.338709677419354,6.0,7.0
529,530,2015,Mumbai,2015-04-17,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,6,A Nehra,Wankhede Stadium,AK Chaudhary,M Erasmus,31.0,90.0,1.4758064516129032,1.7027027027027026,8.854838709677418,10.216216216216216,7.0,11.0
530,531,2015,Visakhapatnam,2015-04-18,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Delhi Capitals,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,40.0,50.0,1.3253968253968254,1.3471074380165289,7.9523809523809526,8.082644628099173,9.0,4.0
531,532,2015,Pune,2015-04-18,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,AD Russell,Maharashtra Cricket Association Stadium,SD Fry,CK Nandan,48.0,53.0,1.2601626016260163,1.4722222222222223,7.560975609756097,8.833333333333334,13.0,2.0
532,533,2015,Ahmedabad,2015-04-19,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,AM Rahane,"Sardar Patel Stadium, Motera",AK Chaudhary,M Erasmus,39.0,47.0,1.2682926829268293,1.4144144144144144,7.609756097560975,8.486486486486486,6.0,1.0
533,534,2015,Bengaluru,2015-04-19,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,18,0,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,48.0,33.0,1.6328125,1.4253731343283582,9.796875,8.55223880597015,17.0,16.0
534,535,2015,Delhi,2015-04-20,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,UT Yadav,Feroz Shah Kotla,SD Fry,CB Gaffaney,34.0,48.0,1.1587301587301588,1.3125,6.9523809523809526,7.874999999999999,13.0,7.0
535,536,2015,Ahmedabad,2015-04-21,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,0,Kings XI Punjab,0,0,SE Marsh,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,43.0,40.0,1.5158730158730158,1.578512396694215,9.095238095238095,9.47107438016529,10.0,5.0
536,537,2015,Visakhapatnam,2015-04-22,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Sunrisers Hyderabad,16,0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RK Illingworth,VA Kulkarni,43.0,49.0,1.4426229508196722,1.364864864864865,8.655737704918034,8.18918918918919,4.0,3.0
537,538,2015,Bengaluru,2015-04-22,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,27,0,SK Raina,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin,45.0,38.0,1.4715447154471544,1.2727272727272727,8.829268292682928,7.636363636363636,10.0,6.0
538,539,2015,Delhi,2015-04-23,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,37,0,SS Iyer,Feroz Shah Kotla,SD Fry,CK Nandan,45.0,48.0,1.4960629921259843,1.1953125,8.976377952755906,7.171875,8.0,11.0
539,540,2015,Ahmedabad,2015-04-24,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,MA Starc,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,48.0,49.0,1.056910569105691,1.3814432989690721,6.341463414634147,8.288659793814432,4.0,5.0
540,541,2015,Mumbai,2015-04-25,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,20,0,SL Malinga,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,46.0,52.0,1.2170542635658914,1.113821138211382,7.3023255813953485,6.682926829268292,10.0,5.0
541,542,2015,Chennai,2015-04-25,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,97,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",JD Cloete,C Shamshuddin,54.0,39.0,1.5238095238095237,0.7786885245901639,9.142857142857142,4.672131147540984,12.0,8.0
542,543,2015,Delhi,2015-04-26,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,10,VR Aaron,Feroz Shah Kotla,M Erasmus,S Ravi,38.0,50.0,0.8189655172413793,1.523076923076923,4.913793103448276,9.138461538461538,8.0,2.0
543,544,2015,Chandigarh,2015-04-27,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,56.0,36.0,1.25,1.04,7.5,6.24,1.0,7.0
544,545,2015,Kolkata,2015-05-07,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,13,0,PP Chawla,Eden Gardens,AK Chaudhary,M Erasmus,50.0,36.0,1.368,1.264,8.208,7.5840000000000005,12.0,7.0
545,546,2015,Bengaluru,2015-04-29,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,0,tie,0,0,,M Chinnaswamy Stadium,JD Cloete,PG Pathak,52.0,45.0,1.5625,0.0,9.375,0.0,16.0,0.0
546,547,2015,Chennai,2015-04-28,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,2,0,DJ Bravo,"MA Chidambaram Stadium, Chepauk",RM Deshpande,VA Kulkarni,53.0,54.0,1.0551181102362204,1.0731707317073171,6.330708661417322,6.439024390243903,12.0,5.0
547,548,2015,Delhi,2015-05-01,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,9,NM Coulter-Nile,Feroz Shah Kotla,RK Illingworth,S Ravi,27.0,41.0,0.959349593495935,1.3370786516853932,5.7560975609756095,8.02247191011236,8.0,8.0
548,549,2015,Mumbai,2015-05-01,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,8,0,AT Rayudu,Wankhede Stadium,HDPK Dharmasena,CK Nandan,47.0,55.0,1.496,1.3984375,8.976,8.390625,9.0,12.0
549,550,2015,Bengaluru,2015-05-02,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,Mandeep Singh,M Chinnaswamy Stadium,JD Cloete,PG Pathak,61.0,62.0,1.7076923076923076,1.8548387096774193,10.246153846153845,11.129032258064516,8.0,4.0
550,551,2015,Hyderabad,2015-05-02,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Sunrisers Hyderabad,22,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,K Srinivasan,76.0,54.0,1.5483870967741935,1.3709677419354838,9.29032258064516,8.225806451612902,5.0,7.0
551,552,2015,Chandigarh,2015-05-03,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",RK Illingworth,VA Kulkarni,51.0,45.0,1.4098360655737705,1.2113821138211383,8.459016393442623,7.2682926829268295,5.0,12.0
552,553,2015,Mumbai,2015-05-03,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,14,0,AM Rahane,Brabourne Stadium,HDPK Dharmasena,CB Gaffaney,43.0,55.0,1.5241935483870968,1.3358778625954197,9.14516129032258,8.01526717557252,8.0,15.0
553,554,2015,Chennai,2015-05-04,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,K Srinath,37.0,42.0,1.184,1.0420168067226891,7.104,6.2521008403361344,5.0,2.0
554,555,2015,Kolkata,2015-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,35,0,UT Yadav,Eden Gardens,AK Chaudhary,M Erasmus,55.0,33.0,1.3801652892561984,1.064516129032258,8.28099173553719,6.387096774193548,7.0,4.0
555,556,2015,Mumbai,2015-05-05,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,normal,0,Mumbai Indians,0,5,Harbhajan Singh,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,44.0,41.0,1.256198347107438,1.2439024390243902,7.537190082644628,7.463414634146342,4.0,9.0
556,557,2015,Bengaluru,2015-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,138,0,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,68.0,34.0,1.765625,1.0476190476190477,10.59375,6.285714285714286,11.0,9.0
557,558,2015,Mumbai,2015-05-07,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,7,0,EJG Morgan,Brabourne Stadium,JD Cloete,C Shamshuddin,56.0,36.0,1.5952380952380953,1.603305785123967,9.571428571428571,9.6198347107438,15.0,7.0
